Reaction	ReactionID	Compartment	Metabolite	MetName	StoiCoef
putrescine transport	r_1252	exchange	e_0886	TPO4 [vacuolar membrane]
pyridoxine symport	r_1253	exchange	s_0796	H+ [extracellular]	-1.0
pyridoxine symport	r_1253	exchange	s_1397	pyridoxine [extracellular]	-1.0
pyridoxine symport	r_1253	exchange	s_0794	H+ [cytoplasm]	1.0
pyridoxine symport	r_1253	exchange	s_1396	pyridoxine [cytoplasm]	1.0
pyridoxine symport	r_1253	exchange	e_0345	TPN1 [cell envelope]
pyruvate transport	r_1254	exchange	s_0796	H+ [extracellular]	-1.0
pyruvate transport	r_1254	exchange	s_1400	pyruvate [extracellular]	-1.0
pyruvate transport	r_1254	exchange	s_0794	H+ [cytoplasm]	1.0
pyruvate transport	r_1254	exchange	s_1399	pyruvate [cytoplasm]	1.0
pyruvate transport	r_1254	exchange	e_0596	JEN1 [cell envelope]
S-adenosyl-L-methionine transport	r_1255	exchange	s_0796	H+ [extracellular]	-1.0
S-adenosyl-L-methionine transport	r_1255	exchange	s_1418	S-adenosyl-L-methionine [extracellular]	-1.0
S-adenosyl-L-methionine transport	r_1255	exchange	s_0794	H+ [cytoplasm]	1.0
S-adenosyl-L-methionine transport	r_1255	exchange	s_1416	S-adenosyl-L-methionine [cytoplasm]	1.0
S-adenosyl-L-methionine transport	r_1255	exchange	e_0946	SAM3 [cell envelope]
S-adenosyl-L-methionine transport	r_1256	exchange	s_1416	S-adenosyl-L-methionine [cytoplasm]	-1.0
S-adenosyl-L-methionine transport	r_1256	exchange	s_1419	S-adenosyl-L-methionine [mitochondrion]	1.0
S-adenosyl-L-methionine transport	r_1256	exchange	e_0768	PET8 [mitochondrial membrane]
S-methylmethionine permease	r_1257	exchange	s_0796	H+ [extracellular]	-1.0
S-methylmethionine permease	r_1257	exchange	s_1425	S-methyl-L-methionine [extracellular]	-1.0
S-methylmethionine permease	r_1257	exchange	s_0794	H+ [cytoplasm]	1.0
S-methylmethionine permease	r_1257	exchange	s_1424	S-methyl-L-methionine [cytoplasm]	1.0
S-methylmethionine permease	r_1257	exchange	e_0624	MMP1 [cell envelope]
sodium proton antiporter	r_1258	exchange	s_0796	H+ [extracellular]	-1.0
sodium proton antiporter	r_1258	exchange	s_1437	sodium [cytoplasm]	-1.0
sodium proton antiporter	r_1258	exchange	s_0794	H+ [cytoplasm]	1.0
sodium proton antiporter	r_1258	exchange	s_1438	sodium [extracellular]	1.0
sodium proton antiporter	r_1258	exchange	e_0648	NHA1 [cell envelope]
spermidine excretion	r_1259	exchange	s_1439	spermidine [cytoplasm]	-1.0
spermidine excretion	r_1259	exchange	s_1440	spermidine [extracellular]	1.0
spermidine excretion	r_1259	exchange	e_0584	TPO5 [cell envelope]
spermidine transport	r_1260	exchange	s_0794	H+ [cytoplasm]	-1.0
spermidine transport	r_1260	exchange	s_1440	spermidine [extracellular]	-1.0
spermidine transport	r_1260	exchange	s_0796	H+ [extracellular]	1.0
spermidine transport	r_1260	exchange	s_1439	spermidine [cytoplasm]	1.0
spermidine transport	r_1260	exchange	e_0616	TPO1 [cell envelope]
spermidine transport	r_1260	exchange	e_0946	SAM3 [cell envelope]
spermidine transport	r_1260	exchange	e_0419	DUR3 [cell envelope]
spermidine transport	r_1260	exchange	e_0885	TPO4 [cell envelope]
spermidine transport	r_1260	exchange	e_0068	AGP2 [cell envelope]
spermidine transport	r_1260	exchange	e_0600	GAP1 [cell envelope]
spermidine transport	r_1261	exchange	s_0802	H+ [vacuole]	-1.0
spermidine transport	r_1261	exchange	s_1439	spermidine [cytoplasm]	-1.0
spermidine transport	r_1261	exchange	s_0794	H+ [cytoplasm]	1.0
spermidine transport	r_1261	exchange	s_1441	spermidine [vacuole]	1.0
spermidine transport	r_1261	exchange	e_0617	TPO1 [vacuolar membrane]
spermidine transport	r_1261	exchange	e_0886	TPO4 [vacuolar membrane]
spermine transport	r_1262	exchange	s_0794	H+ [cytoplasm]	-1.0
spermine transport	r_1262	exchange	s_1443	spermine [extracellular]	-1.0
spermine transport	r_1262	exchange	s_0796	H+ [extracellular]	1.0
spermine transport	r_1262	exchange	s_1442	spermine [cytoplasm]	1.0
spermine transport	r_1262	exchange	e_0616	TPO1 [cell envelope]
spermine transport	r_1262	exchange	e_0377	TPO2 [cell envelope]
spermine transport	r_1262	exchange	e_0885	TPO4 [cell envelope]
spermine transport	r_1262	exchange	e_0971	TPO3 [cell envelope]
spermine transport	r_1263	exchange	s_0802	H+ [vacuole]	-1.0
spermine transport	r_1263	exchange	s_1442	spermine [cytoplasm]	-1.0
spermine transport	r_1263	exchange	s_0794	H+ [cytoplasm]	1.0
spermine transport	r_1263	exchange	s_1444	spermine [vacuole]	1.0
spermine transport	r_1263	exchange	e_0617	TPO1 [vacuolar membrane]
spermine transport	r_1263	exchange	e_0378	TPO2 [vacuolar membrane]
spermine transport	r_1263	exchange	e_0886	TPO4 [vacuolar membrane]
spermine transport	r_1263	exchange	e_0972	TPO3 [vacuolar membrane]
succinate transport	r_1264	exchange	s_1326	phosphate [mitochondrion]	-1.0
succinate transport	r_1264	exchange	s_1458	succinate [cytoplasm]	-1.0
succinate transport	r_1264	exchange	s_1322	phosphate [cytoplasm]	1.0
succinate transport	r_1264	exchange	s_1460	succinate [mitochondrion]	1.0
succinate transport	r_1264	exchange	e_0683	DIC1 [mitochondrial membrane]
succinate-fumarate transport	r_1265	exchange	s_0727	fumarate [mitochondrion]	-1.0
succinate-fumarate transport	r_1265	exchange	s_1458	succinate [cytoplasm]	-1.0
succinate-fumarate transport	r_1265	exchange	s_0725	fumarate [cytoplasm]	1.0
succinate-fumarate transport	r_1265	exchange	s_1460	succinate [mitochondrion]	1.0
succinate-fumarate transport	r_1265	exchange	e_0539	SFC1 [mitochondrial membrane]
sulfate uniport	r_1266	exchange	s_1468	sulphate [extracellular]	-1.0
sulfate uniport	r_1266	exchange	s_1467	sulphate [cytoplasm]	1.0
sulfate uniport	r_1266	exchange	e_0643	SUL2 [cell envelope]
sulfate uniport	r_1266	exchange	e_0095	SUL1 [cell envelope]
sulfite transport	r_1267	exchange	s_1469	sulphite [cytoplasm]	-1.0
sulfite transport	r_1267	exchange	s_1470	sulphite [extracellular]	1.0
sulfite transport	r_1267	exchange	e_0917	SSU1 [cell envelope]
taurine transport	r_1268	exchange	s_1471	taurine [cytoplasm]	-1.0
taurine transport	r_1268	exchange	s_1472	taurine [extracellular]	1.0
thiamine diphosphate transport	r_1269	exchange	s_1475	TDP [cytoplasm]	-1.0
thiamine diphosphate transport	r_1269	exchange	s_1477	TDP [mitochondrion]	1.0
thiamine diphosphate transport	r_1269	exchange	e_0374	TPC1 [mitochondrial membrane]
thiamine transport	r_1270	exchange	s_0796	H+ [extracellular]	-1.0
thiamine transport	r_1270	exchange	s_1490	thiamine [extracellular]	-1.0
thiamine transport	r_1270	exchange	s_0794	H+ [cytoplasm]	1.0
thiamine transport	r_1270	exchange	s_1489	thiamine [cytoplasm]	1.0
thiamine transport	r_1270	exchange	e_0874	THI72 [cell envelope]
thiamine transport	r_1270	exchange	e_0849	NRT1 [cell envelope]
thiamine transport	r_1270	exchange	e_0664	THI7 [cell envelope]
UDPgalactose transport	r_1271	exchange	s_1541	UDP-D-galactose [cytoplasm]	-1.0
UDPgalactose transport	r_1271	exchange	s_1542	UDP-D-galactose [Golgi]	1.0
UDPgalactose transport	r_1271	exchange	e_0937	HUT1 [Golgi membrane]
uracil transport	r_1272	exchange	s_0796	H+ [extracellular]	-1.0
uracil transport	r_1272	exchange	s_1551	uracil [extracellular]	-1.0
uracil transport	r_1272	exchange	s_0794	H+ [cytoplasm]	1.0
uracil transport	r_1272	exchange	s_1550	uracil [cytoplasm]	1.0
uracil transport	r_1272	exchange	e_0042	FUR4 [cell envelope]
urea transport	r_1273	exchange	s_0796	H+ [extracellular]	-2.0
urea transport	r_1273	exchange	s_1553	urea [extracellular]	-1.0
urea transport	r_1273	exchange	s_0794	H+ [cytoplasm]	2.0
urea transport	r_1273	exchange	s_1552	urea [cytoplasm]	1.0
urea transport	r_1273	exchange	e_0419	DUR3 [cell envelope]
uridine transport	r_1274	exchange	s_0796	H+ [extracellular]	-1.0
uridine transport	r_1274	exchange	s_1557	uridine [extracellular]	-1.0
uridine transport	r_1274	exchange	s_0794	H+ [cytoplasm]	1.0
uridine transport	r_1274	exchange	s_1556	uridine [cytoplasm]	1.0
uridine transport	r_1274	exchange	e_0027	FUI1 [cell envelope]
UTP transport	r_1275	exchange	s_0716	FMN [mitochondrion]	-1.0
UTP transport	r_1275	exchange	s_0794	H+ [cytoplasm]	-1.0
UTP transport	r_1275	exchange	s_1547	UMP [mitochondrion]	-1.0
UTP transport	r_1275	exchange	s_1559	UTP [cytoplasm]	-1.0
UTP transport	r_1275	exchange	s_0714	FMN [cytoplasm]	1.0
UTP transport	r_1275	exchange	s_0799	H+ [mitochondrion]	1.0
UTP transport	r_1275	exchange	s_1545	UMP [cytoplasm]	1.0
UTP transport	r_1275	exchange	s_1560	UTP [mitochondrion]	1.0
UTP transport	r_1275	exchange	e_0078	RIM2 [mitochondrial membrane]
UTP/UMP antiport	r_1276	exchange	s_0794	H+ [cytoplasm]	-2.0
UTP/UMP antiport	r_1276	exchange	s_1547	UMP [mitochondrion]	-1.0
UTP/UMP antiport	r_1276	exchange	s_1559	UTP [cytoplasm]	-1.0
UTP/UMP antiport	r_1276	exchange	s_0799	H+ [mitochondrion]	2.0
UTP/UMP antiport	r_1276	exchange	s_1545	UMP [cytoplasm]	1.0
UTP/UMP antiport	r_1276	exchange	s_1560	UTP [mitochondrion]	1.0
UTP/UMP antiport	r_1276	exchange	e_0078	RIM2 [mitochondrial membrane]
water diffusion	r_1277	exchange	s_0805	H2O [extracellular]	-1.0
water diffusion	r_1277	exchange	s_0803	H2O [cytoplasm]	1.0
water diffusion	r_1277	exchange	e_0979	AQY1 [cell envelope]
water diffusion	r_1277	exchange	e_0622	AQY2 [cell envelope]
zymosterol transport	r_1278	exchange	s_1571	zymosterol [extracellular]	-1.0
zymosterol transport	r_1278	exchange	s_1568	zymosterol [cell envelope]	1.0
zymosterol transport	r_1278	exchange	e_0464	PDR11 [cell envelope]
zymosterol transport	r_1278	exchange	e_0844	AUS1 [cell envelope]
isa complex sphingolipid	r_1357	c_07	s_0892	inositol-P-ceramide [Golgi]	-1.0
isa complex sphingolipid	r_1357	c_07	s_0536	complex sphingolipid [Golgi]	0.806451612903
isa complex sphingolipid	r_1358	c_07	s_1114	mannosylinositol phosphorylceramide [Golgi]	-1.0
isa complex sphingolipid	r_1358	c_07	s_0536	complex sphingolipid [Golgi]	0.903225806452
isa complex sphingolipid	r_1359	c_07	s_0859	inositol phosphomannosylinositol phosphoceramide [Golgi]	-1.0
isa complex sphingolipid	r_1359	c_07	s_0536	complex sphingolipid [Golgi]	1.0
isa complex sphingolipid	r_1360	c_11	s_0893	inositol-P-ceramide [mitochondrion]	-1.0
isa complex sphingolipid	r_1360	c_11	s_0537	complex sphingolipid [mitochondrion]	0.806451612903
isa complex sphingolipid	r_1361	c_11	s_1115	mannosylinositol phosphorylceramide [mitochondrion]	-1.0
isa complex sphingolipid	r_1361	c_11	s_0537	complex sphingolipid [mitochondrion]	0.903225806452
isa complex sphingolipid	r_1362	c_11	s_0860	inositol phosphomannosylinositol phosphoceramide [mitochondrion]	-1.0
isa complex sphingolipid	r_1362	c_11	s_0537	complex sphingolipid [mitochondrion]	1.0
isa dolichol	r_1363	c_09	s_1483	tetradecaprenyl diphosphate [lipid particle]	-1.0
isa dolichol	r_1363	c_09	s_0643	dolichol [lipid particle]	0.636363636364
isa dolichol	r_1364	c_09	s_1310	pentadecaprenyl diphosphate [lipid particle]	-1.0
isa dolichol	r_1364	c_09	s_0643	dolichol [lipid particle]	0.681818181818
isa dolichol	r_1365	c_09	s_0829	hexadecaprenyl diphosphate [lipid particle]	-1.0
isa dolichol	r_1365	c_09	s_0643	dolichol [lipid particle]	0.727272727273
isa dolichol	r_1366	c_09	s_0814	heptadecaprenyl diphosphate [lipid particle]	-1.0
isa dolichol	r_1366	c_09	s_0643	dolichol [lipid particle]	0.772727272727
isa dolichol	r_1367	c_09	s_1246	octadecaprenyl diphosphate [lipid particle]	-1.0
isa dolichol	r_1367	c_09	s_0643	dolichol [lipid particle]	0.818181818182
isa dolichol	r_1368	c_09	s_1229	nonadecaprenyl diphosphate [lipid particle]	-1.0
isa dolichol	r_1368	c_09	s_0643	dolichol [lipid particle]	0.863636363636
isa dolichol	r_1369	c_09	s_0845	icosaprenyl diphosphate [lipid particle]	-1.0
isa dolichol	r_1369	c_09	s_0643	dolichol [lipid particle]	0.909090909091
isa dolichol	r_1370	c_09	s_0813	henicosaprenyl diphosphate [lipid particle]	-1.0
isa dolichol	r_1370	c_09	s_0643	dolichol [lipid particle]	0.954545454545
isa dolichol	r_1371	c_09	s_0640	docosaprenyl diphosphate [lipid particle]	-1.0
isa dolichol	r_1371	c_09	s_0643	dolichol [lipid particle]	1.0
isa IPC	r_1449	c_07	s_0907	inositol-P-ceramide B' (C24) [Golgi]	-1.0
isa IPC	r_1449	c_07	s_0892	inositol-P-ceramide [Golgi]	0.96
isa IPC	r_1450	c_07	s_0910	inositol-P-ceramide B' (C26) [Golgi]	-1.0
isa IPC	r_1450	c_07	s_0892	inositol-P-ceramide [Golgi]	1.0
isa IPC	r_1451	c_07	s_0913	inositol-P-ceramide C (C24) [Golgi]	-1.0
isa IPC	r_1451	c_07	s_0892	inositol-P-ceramide [Golgi]	0.96
isa IPC	r_1452	c_07	s_0916	inositol-P-ceramide C (C26) [Golgi]	-1.0
isa IPC	r_1452	c_07	s_0892	inositol-P-ceramide [Golgi]	1.0
isa IPC	r_1453	c_07	s_0895	inositol-P-ceramide A (C24) [Golgi]	-1.0
isa IPC	r_1453	c_07	s_0892	inositol-P-ceramide [Golgi]	0.96
isa IPC	r_1454	c_07	s_0898	inositol-P-ceramide A (C26) [Golgi]	-1.0
isa IPC	r_1454	c_07	s_0892	inositol-P-ceramide [Golgi]	1.0
isa IPC	r_1455	c_07	s_0901	inositol-P-ceramide B (C24) [Golgi]	-1.0
isa IPC	r_1455	c_07	s_0892	inositol-P-ceramide [Golgi]	0.96
isa IPC	r_1456	c_07	s_0904	inositol-P-ceramide B (C26) [Golgi]	-1.0
isa IPC	r_1456	c_07	s_0892	inositol-P-ceramide [Golgi]	1.0
isa IPC	r_1457	c_07	s_0919	inositol-P-ceramide D (C24) [Golgi]	-1.0
isa IPC	r_1457	c_07	s_0892	inositol-P-ceramide [Golgi]	0.96
isa IPC	r_1458	c_07	s_0922	inositol-P-ceramide D (C26) [Golgi]	-1.0
isa IPC	r_1458	c_07	s_0892	inositol-P-ceramide [Golgi]	1.0
isa IPC	r_1459	c_04	s_0906	inositol-P-ceramide B' (C24) [endoplasmic reticulum]	-1.0
isa IPC	r_1459	c_04	s_0891	inositol-P-ceramide [endoplasmic reticulum]	0.96
isa IPC	r_1460	c_04	s_0909	inositol-P-ceramide B' (C26) [endoplasmic reticulum]	-1.0
isa IPC	r_1460	c_04	s_0891	inositol-P-ceramide [endoplasmic reticulum]	1.0
isa IPC	r_1461	c_04	s_0912	inositol-P-ceramide C (C24) [endoplasmic reticulum]	-1.0
isa IPC	r_1461	c_04	s_0891	inositol-P-ceramide [endoplasmic reticulum]	0.96
isa IPC	r_1462	c_04	s_0915	inositol-P-ceramide C (C26) [endoplasmic reticulum]	-1.0
isa IPC	r_1462	c_04	s_0891	inositol-P-ceramide [endoplasmic reticulum]	1.0
isa IPC	r_1463	c_04	s_0894	inositol-P-ceramide A (C24) [endoplasmic reticulum]	-1.0
isa IPC	r_1463	c_04	s_0891	inositol-P-ceramide [endoplasmic reticulum]	0.96
isa IPC	r_1464	c_04	s_0897	inositol-P-ceramide A (C26) [endoplasmic reticulum]	-1.0
isa IPC	r_1464	c_04	s_0891	inositol-P-ceramide [endoplasmic reticulum]	1.0
isa IPC	r_1465	c_04	s_0900	inositol-P-ceramide B (C24) [endoplasmic reticulum]	-1.0
isa IPC	r_1465	c_04	s_0891	inositol-P-ceramide [endoplasmic reticulum]	0.96
isa IPC	r_1466	c_04	s_0903	inositol-P-ceramide B (C26) [endoplasmic reticulum]	-1.0
isa IPC	r_1466	c_04	s_0891	inositol-P-ceramide [endoplasmic reticulum]	1.0
isa IPC	r_1467	c_04	s_0918	inositol-P-ceramide D (C24) [endoplasmic reticulum]	-1.0
isa IPC	r_1467	c_04	s_0891	inositol-P-ceramide [endoplasmic reticulum]	0.96
isa IPC	r_1468	c_04	s_0921	inositol-P-ceramide D (C26) [endoplasmic reticulum]	-1.0
isa IPC	r_1468	c_04	s_0891	inositol-P-ceramide [endoplasmic reticulum]	1.0
isa IPC	r_1469	c_11	s_0908	inositol-P-ceramide B' (C24) [mitochondrion]	-1.0
isa IPC	r_1469	c_11	s_0893	inositol-P-ceramide [mitochondrion]	0.96
isa IPC	r_1470	c_11	s_0911	inositol-P-ceramide B' (C26) [mitochondrion]	-1.0
isa IPC	r_1470	c_11	s_0893	inositol-P-ceramide [mitochondrion]	1.0
isa IPC	r_1471	c_11	s_0914	inositol-P-ceramide C (C24) [mitochondrion]	-1.0
isa IPC	r_1471	c_11	s_0893	inositol-P-ceramide [mitochondrion]	0.96
isa IPC	r_1472	c_11	s_0917	inositol-P-ceramide C (C26) [mitochondrion]	-1.0
isa IPC	r_1472	c_11	s_0893	inositol-P-ceramide [mitochondrion]	1.0
isa IPC	r_1473	c_11	s_0896	inositol-P-ceramide A (C24) [mitochondrion]	-1.0
isa IPC	r_1473	c_11	s_0893	inositol-P-ceramide [mitochondrion]	0.96
isa IPC	r_1474	c_11	s_0899	inositol-P-ceramide A (C26) [mitochondrion]	-1.0
isa IPC	r_1474	c_11	s_0893	inositol-P-ceramide [mitochondrion]	1.0
isa IPC	r_1475	c_11	s_0902	inositol-P-ceramide B (C24) [mitochondrion]	-1.0
isa IPC	r_1475	c_11	s_0893	inositol-P-ceramide [mitochondrion]	0.96
isa IPC	r_1476	c_11	s_0905	inositol-P-ceramide B (C26) [mitochondrion]	-1.0
isa IPC	r_1476	c_11	s_0893	inositol-P-ceramide [mitochondrion]	1.0
isa IPC	r_1477	c_11	s_0920	inositol-P-ceramide D (C24) [mitochondrion]	-1.0
isa IPC	r_1477	c_11	s_0893	inositol-P-ceramide [mitochondrion]	0.96
isa IPC	r_1478	c_11	s_0923	inositol-P-ceramide D (C26) [mitochondrion]	-1.0
isa IPC	r_1478	c_11	s_0893	inositol-P-ceramide [mitochondrion]	1.0
isa M(IP)2C	r_1479	c_07	s_0862	inositol phosphomannosylinositol phosphoceramide A (C24) [Golgi]	-1.0
isa M(IP)2C	r_1479	c_07	s_0859	inositol phosphomannosylinositol phosphoceramide [Golgi]	0.967741935484
isa M(IP)2C	r_1480	c_07	s_0865	inositol phosphomannosylinositol phosphoceramide A (C26) [Golgi]	-1.0
isa M(IP)2C	r_1480	c_07	s_0859	inositol phosphomannosylinositol phosphoceramide [Golgi]	1.0
isa M(IP)2C	r_1481	c_07	s_0874	inositol phosphomannosylinositol phosphoceramide B' (C24) [Golgi]	-1.0
isa M(IP)2C	r_1481	c_07	s_0859	inositol phosphomannosylinositol phosphoceramide [Golgi]	0.967741935484
isa M(IP)2C	r_1482	c_07	s_0877	inositol phosphomannosylinositol phosphoceramide B' (C26) [Golgi]	-1.0
isa M(IP)2C	r_1482	c_07	s_0859	inositol phosphomannosylinositol phosphoceramide [Golgi]	1.0
isa M(IP)2C	r_1483	c_07	s_0868	inositol phosphomannosylinositol phosphoceramide B (C24) [Golgi]	-1.0
isa M(IP)2C	r_1483	c_07	s_0859	inositol phosphomannosylinositol phosphoceramide [Golgi]	0.967741935484
isa M(IP)2C	r_1484	c_07	s_0871	inositol phosphomannosylinositol phosphoceramide B (C26) [Golgi]	-1.0
isa M(IP)2C	r_1484	c_07	s_0859	inositol phosphomannosylinositol phosphoceramide [Golgi]	1.0
isa M(IP)2C	r_1485	c_07	s_0880	inositol phosphomannosylinositol phosphoceramide C (C24) [Golgi]	-1.0
isa M(IP)2C	r_1485	c_07	s_0859	inositol phosphomannosylinositol phosphoceramide [Golgi]	0.967741935484
isa M(IP)2C	r_1486	c_07	s_0883	inositol phosphomannosylinositol phosphoceramide C (C26) [Golgi]	-1.0
isa M(IP)2C	r_1486	c_07	s_0859	inositol phosphomannosylinositol phosphoceramide [Golgi]	1.0
isa M(IP)2C	r_1487	c_07	s_0886	inositol phosphomannosylinositol phosphoceramide D (C24) [Golgi]	-1.0
isa M(IP)2C	r_1487	c_07	s_0859	inositol phosphomannosylinositol phosphoceramide [Golgi]	0.967741935484
isa M(IP)2C	r_1488	c_07	s_0889	inositol phosphomannosylinositol phosphoceramide D (C26) [Golgi]	-1.0
isa M(IP)2C	r_1488	c_07	s_0859	inositol phosphomannosylinositol phosphoceramide [Golgi]	1.0
isa M(IP)2C	r_1489	c_04	s_0861	inositol phosphomannosylinositol phosphoceramide A (C24) [endoplasmic reticulum]	-1.0
isa M(IP)2C	r_1489	c_04	s_0858	inositol phosphomannosylinositol phosphoceramide [endoplasmic reticulum]	0.967741935484
isa M(IP)2C	r_1490	c_04	s_0864	inositol phosphomannosylinositol phosphoceramide A (C26) [endoplasmic reticulum]	-1.0
isa M(IP)2C	r_1490	c_04	s_0858	inositol phosphomannosylinositol phosphoceramide [endoplasmic reticulum]	1.0
isa M(IP)2C	r_1491	c_04	s_0873	inositol phosphomannosylinositol phosphoceramide B' (C24) [endoplasmic reticulum]	-1.0
isa M(IP)2C	r_1491	c_04	s_0858	inositol phosphomannosylinositol phosphoceramide [endoplasmic reticulum]	0.967741935484
isa M(IP)2C	r_1492	c_04	s_0876	inositol phosphomannosylinositol phosphoceramide B' (C26) [endoplasmic reticulum]	-1.0
isa M(IP)2C	r_1492	c_04	s_0858	inositol phosphomannosylinositol phosphoceramide [endoplasmic reticulum]	1.0
isa M(IP)2C	r_1493	c_04	s_0867	inositol phosphomannosylinositol phosphoceramide B (C24) [endoplasmic reticulum]	-1.0
isa M(IP)2C	r_1493	c_04	s_0858	inositol phosphomannosylinositol phosphoceramide [endoplasmic reticulum]	0.967741935484
isa M(IP)2C	r_1494	c_04	s_0870	inositol phosphomannosylinositol phosphoceramide B (C26) [endoplasmic reticulum]	-1.0
isa M(IP)2C	r_1494	c_04	s_0858	inositol phosphomannosylinositol phosphoceramide [endoplasmic reticulum]	1.0
isa M(IP)2C	r_1495	c_04	s_0879	inositol phosphomannosylinositol phosphoceramide C (C24) [endoplasmic reticulum]	-1.0
isa M(IP)2C	r_1495	c_04	s_0858	inositol phosphomannosylinositol phosphoceramide [endoplasmic reticulum]	0.967741935484
isa M(IP)2C	r_1496	c_04	s_0882	inositol phosphomannosylinositol phosphoceramide C (C26) [endoplasmic reticulum]	-1.0
isa M(IP)2C	r_1496	c_04	s_0858	inositol phosphomannosylinositol phosphoceramide [endoplasmic reticulum]	1.0
isa M(IP)2C	r_1497	c_04	s_0885	inositol phosphomannosylinositol phosphoceramide D (C24) [endoplasmic reticulum]	-1.0
isa M(IP)2C	r_1497	c_04	s_0858	inositol phosphomannosylinositol phosphoceramide [endoplasmic reticulum]	0.967741935484
isa M(IP)2C	r_1498	c_04	s_0888	inositol phosphomannosylinositol phosphoceramide D (C26) [endoplasmic reticulum]	-1.0
